tmdb_id,title,release_date,popularity,vote_average,vote_count,genre_ids,overview,fetched_at,youtube_key,trailer_name,trailer_type,trailer_url
1368337,The Odyssey,2026-07-15,614.2746,7.999,3153,"[12, 28, 14]","Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.",2026-08-25T06:48:12.279115,AyIZ9tiiN8I,Official Countdown Trailer,Trailer,https://www.youtube.com/watch?v=AyIZ9tiiN8I
1288445,Mutiny,2026-08-19,502.0551,6.686,153,"[28, 53]","After witnessing his billionaire boss' murder and being framed for the crime, Cole Reed boards a cargo ship on a one-man crusade to avenge his boss' death only to discover an international conspiracy.",2026-08-25T06:48:12.279129,2Iqvbe98Gb4,Official UK Trailer,Trailer,https://www.youtube.com/watch?v=2Iqvbe98Gb4
1339713,Obsession,2026-05-13,278.924,8.215,5014,"[27, 53]","After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.",2026-08-25T06:48:12.279134,gMC8kkwbIQQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=gMC8kkwbIQQ
1375646,Colony,2026-05-21,181.3185,8.1,596,"[28, 27, 878]","Professor Se-jeong is thrust into a bloody nightmare when a rapidly mutating virus is released during a biotech conference causing authorities to seal the facility. Trapped inside with no escape, Se-jeong along with a small group of survivors must fight to stay alive while the infected undergo horrific transformations.",2026-08-25T06:48:12.279139,LW6dpj1uCK8,International Trailer,Trailer,https://www.youtube.com/watch?v=LW6dpj1uCK8
1284465,The Death of Robin Hood,2026-06-18,153.3987,6.276,246,"[12, 18, 28]","Grappling with his past after a life of crime and murder, Robin Hood finds himself gravely injured after a battle he thought would be his last. In the hands of a mysterious woman, he is offered a chance at salvation.",2026-08-25T06:48:12.279143,tlSDDuWxO_0,Official Trailer,Trailer,https://www.youtube.com/watch?v=tlSDDuWxO_0
1083381,Backrooms,2026-05-27,133.9161,7.094,2940,"[27, 9648, 878]",A strange doorway appears in the basement of a furniture showroom.,2026-08-25T06:48:12.279147,0HjdiohVOik,Official Trailer,Trailer,https://www.youtube.com/watch?v=0HjdiohVOik
1101383,The End of Oak Street,2026-08-12,111.229,6.385,348,"[878, 9648, 53]","After a mysterious cosmic event rips Oak Street from suburbia and transports their neighborhood to someplace unknown, the Platt family soon discovers that their very survival depends on them sticking together as they navigate their now unrecognizable surroundings.",2026-08-25T06:48:12.279150,3oB9AxspVow,Official Trailer,Trailer,https://www.youtube.com/watch?v=3oB9AxspVow
1291595,Insidious: Out of the Further,2026-08-19,106.5301,6.6,52,"[27, 53]","Gemma, a young mother raising her daughter in the house she grew up in, discovers she can travel into The Further, where she possesses an ability to bring what lives there back to the real world.",2026-08-25T06:48:12.279156,jxU8FU3o75A,Official Trailer,Trailer,https://www.youtube.com/watch?v=jxU8FU3o75A
1594914,Lucky Strike,2026-06-26,97.4319,7.212,33,"[28, 10752]","A wounded American soldier fights to survive behind enemy lines during WWII's Battle of the Bulge against the Germans, relying on his instinct, spy craft and a hand-radio to evade capture and find his way back to his unit.",2026-08-25T06:48:12.279161,vtEnjikCXyA,Official Trailer,Trailer,https://www.youtube.com/watch?v=vtEnjikCXyA
1232569,Pinocchio: Unstrung,2026-07-22,84.7785,7.052,48,"[27, 14, 9648]","Influenced by a sinister Cricket and created by Geppetto, Pinocchio launches a violent crusade to carve himself into a real boy like his brother James, one piece at a time.",2026-08-25T06:48:12.279164,_VHIU9dIAWQ,Official Trailer,Trailer,https://www.youtube.com/watch?v=_VHIU9dIAWQ
278,The Shawshank Redemption,1994-09-23,80.6492,8.728,31131,"[18, 80]","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",2026-08-25T06:48:12.279168,PLl99DlL6b4,Official Trailer,Trailer,https://www.youtube.com/watch?v=PLl99DlL6b4
1564614,Leviticus,2026-06-17,71.6766,6.722,421,"[27, 10749]",Two teenage boys must escape a violent entity that takes the form of the person they desire most:  each other.,2026-08-25T06:48:12.279171,WXuK0vlFxII,Official Trailer,Trailer,https://www.youtube.com/watch?v=WXuK0vlFxII
1127384,Deep Water,2026-04-30,73.9006,7.1,416,"[27, 53]",A group of international passengers on a flight from Los Angeles to Shanghai is forced to make an emergency landing in shark-infested waters. The terrified group is forced to work together and overcome their differences if they hope to escape their sinking plane and the frenzy of sharks drawn to the wreckage.,2026-08-25T06:48:12.279175,f0ptq0Lzdh8,Official Trailer,Trailer,https://www.youtube.com/watch?v=f0ptq0Lzdh8
936075,Michael,2026-04-22,76.8905,8.665,4156,"[10402, 18]","The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.",2026-08-25T06:48:12.279178,mbtgEE6rkxw,Official Trailer,Trailer,https://www.youtube.com/watch?v=mbtgEE6rkxw
964849,Nightborn,2026-07-01,73.9084,6.236,35,[27],"In Finnish forest, Saga and her husband Jon embark on a new chapter as parents. But Saga's joy is overshadowed by a chilling suspicion about their newborn, unbeknownst to Jon, causing a rift as she alone grapples with the disturbing truth.",2026-08-25T06:48:12.279181,dWePsu_Kd9c,Official Trailer,Trailer,https://www.youtube.com/watch?v=dWePsu_Kd9c
1290821,Shelter,2026-01-28,61.5037,7.783,1765,"[28, 80, 53]","A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",2026-08-25T06:48:12.279184,auHiLFjaIc0,Shelter | Official Trailer | Only In Theaters January 30,Trailer,https://www.youtube.com/watch?v=auHiLFjaIc0
950028,The Invite,2026-06-25,60.822,7.3,328,"[35, 18, 10749]","Joe and Angela's marriage is on thin ice. When they invite their enigmatic upstairs neighbors for a dinner party, the night spirals into unexpected places. Have they reignited the spark or lit the match that burns it all down?",2026-08-25T06:48:12.279188,nelkiuezJxg,Official Trailer 2,Trailer,https://www.youtube.com/watch?v=nelkiuezJxg
1516698,The Last Sunrise,2026-08-26,45.9511,0.0,0,"[10749, 18]","Ry, a college student with a chronic illness escapes to Mallorca for the summer with her mother, where she unexpectedly falls for a local and begins to embrace living in the moment. But as her condition worsens and long-hidden family secrets come to light, everything she has found before summer's end is threatened.",2026-08-25T06:48:12.279191,NhI2UpkFAFw,Official Trailer,Trailer,https://www.youtube.com/watch?v=NhI2UpkFAFw
1413976,Citizen Vigilante,2026-06-19,41.3709,6.42,350,"[53, 28, 80]","A man takes justice into his own hands, hunting down criminals. His vigilante crusade makes him a social media star but puts him at odds with the local police chief.",2026-08-25T06:48:12.279194,0ww8snVKe0A,Official Trailer,Trailer,https://www.youtube.com/watch?v=0ww8snVKe0A
